ANO;MES;PRODUTO;DESCCOMPLETA;VALOR_TOTAL_LIQUIDO;IMPOSTOS;VERBA_BONIFICACAO;CUSTO_LIQUIDO;CUSTO_FISCAL_TOTAL
2022;11;6977;"SAL REFINADO GLOBO 1KG";7507.78;1175.09;0;4014.41;4014.41
2022;11;1495;"AMIDO MILHO MAIZENA 200G";2661.2;682.19;0;973.37;1016.33
2022;11;1858;"PAO BIG FORMA SANDUICHE 400G";32012.92;5410.19;0;14583.33;14584.65
2022;11;10825;"SALSA UN";20862.74;0;0;10535;10535
2022;11;25262;"FRALDA T MONICA JUMBO M28";6985.42;646.15;414;5185.95;6099.07
2022;11;28011;"ROSQUINHA PANCO COCO 500G";13284.89;1228.85;0;9216.86;9731.5
2022;11;1986;"BEB D VALLE KAPO 200ML MARAC";1852.93;0;0;1189.45;1189.45
2022;11;15494;"LAMPADA LED TASCHIBRA T60 9W 6500K";4482.51;414.63;0;1957.57;1957.58
2022;11;908;"BOLO BIG MESCLADO 450G";15991.04;2704.27;0;5826.77;5826.78
2022;11;19294;"SACO GELADINHO REGINA 100UN";461.34;118.13;0;191.28;191.28
2022;11;21882;"BISC MAIZENA RENATA 360G";15952.73;1475.63;926.16;12070.6;13240.4
2022;11;9780;"ALCATRA MIOLO EMB KG";275097.22;0;0;230698.74;230711.63
2022;11;5430;"LAVA R LIQ UAU 3L ACTIVE";20478.75;1894.28;435.87;13343.72;13779.56
2022;11;24866;"ROSQUINHA RANCHEIRO 600G COCO";30791.09;2848.18;0;25166.99;26615.75
2022;11;5270;"GELATINA AMALIA 20G MGO";1193.12;306.74;0;502.31;502.32
2022;11;15941;"SAB REXONA ANTIBAC 84G LIMP PROF";3404.34;0;0;2090.93;2090.93
2022;11;26291;"CHOC LACTA BIS XTRA 45G BLACK";1220.1;112.86;0;828.22;828.23
2022;11;10852;"SOBRECOXA SADIA 1KG BD";16376.43;0;0;11600.27;11600.27
2022;11;10970;"MAC INST NISSIN MIOJO 85G MONICA TOMATE";10390.86;0;0;7135.87;7136.02
2022;11;19091;"CREAM CHEESE P ALEGRE 150G TRAD";3726.28;0;0;2939.3;2939.3
2022;11;17218;"TEMPERO ANA MARIA BIG 50G";1883.89;174.26;0;780.84;780.89
2022;11;17211;"PAPRICA PICANTE BIG 40G";651.52;167.75;0;216.71;216.73
2022;11;27801;"SAB DAVENE LAFLORE 150G ERVA DOCE";3348.67;0;0;2348.25;2348.25
2022;11;21673;"REFRESCO MID 20G LIMON SUICA";810.53;206.43;0;395.34;395.34
2022;11;9314;"FARINHA MILHO ANCHIETA 500G BIJU";3508.59;247.64;0;2280.03;2280.03
2022;11;29043;"RACAO CAO PEDIGREE 900G AD CNE VEG";1942.5;179.68;0;1235.33;1235.33
2022;11;8467;"ROSQUINHA DA NOSSA TERRA 500G";5008.5;463.29;0;3294.26;3294.25
2022;11;8094;"FAROFA PRONTA ANCHIETA 250G PICANTE";648.1;166.12;0;288.63;288.63
2022;11;27874;"HASTES MILI 75UN";3815.91;352.97;0;1782.52;1852.91
2022;11;838;"ACUCAR DELTA 1KG";5483.29;0;0;4031.86;4031.86
2022;11;6416;"CAFE SOLUV 3 CORACOES 50G VD ";728.19;0;0;498.19;530.58
2022;11;9582;"POLVILHO DOCE AMAFIL 1KG PLAST";2507.48;390.74;0;1414.39;1414.83
2022;11;9089;"CANJICA AMAR ANCHIETA 500G";394.68;101.18;0;162.11;162.11
2022;11;739;"ACHOC NESCAU 200G 2 0";2406.44;222.6;0;1618.47;1620.76
2022;11;27811;"AMAC BABY SOFT 2L CARINHO";6484.33;599.8;0;4163.85;4200.96
2022;11;5009;"ESPONJA ACO Q LUSTRO 8UN";1397.22;129.24;0;864.98;865.11
2022;11;11529;"LING MISTA PERDIGAO CHURRASCO KG";77167.73;7138.02;7169.08;59050.07;66908.62
2022;11;10570;"BROCOLIS UN";6502.18;0;0;2561.07;2561.07
2022;11;10061;"MAC OVOS AMALIA 500G LINGUINE";3249.24;0;0;2375.68;2375.63
2022;11;6936;"SAL MAR REFINADO N LIFE 1KG";939.4;146.76;0;473.44;473.45
2022;11;10070;"MAC OVOS AMALIA 500G PENA";3328.6;0;0;2456.83;2456.82
2022;11;1744;"BATATA PALHA MAGU 300G EXTRA FINA";44657.69;4130.84;949.6;27367.77;28317.26
2022;11;3229;"CR D SORRISO TR LIMP 70G";2487.68;0;0;1762.18;1763.78
2022;11;7441;"FLANELA N MUNDO 58X78CM AMARELA";1238.6;317.13;0;513.98;513.98
2022;11;16852;"CHOC B ARCOR 80G AMARGO 70 CACAU";6322.14;584.8;0;3796.43;3796.43
2022;11;4744;"SAB FRANCIS LUXO 90G BCO";3779.61;0;0;2706.91;2742.77
2022;11;11497;"PAO INT V SOL NATURISTA 370G";1740.59;161;0;1115.72;1115.72
2022;11;26334;"HASTES COTTON 75UN BIODEGRADAVEL";627.48;58.04;0;318.24;318.25
2022;11;15407;"FIO D PREDENT 100M TRAD";399;0;0;229.95;229.95
2022;11;4716;"BISC WAFER BIS 126G BCO";4284.87;396.35;0;2773.7;2773.7
2022;11;30132;"REFRESCO TANG 18G LJA MAMAO";1020.53;260.96;0;509.84;509.84
2022;11;21675;"REFRESCO MID 20G MARAC";1212.75;308.76;0;589.38;589.38
2022;11;24842;"REFRIG PEPSI 200ML COLA";2928.77;0;0;2487.19;2487.19
2022;11;7837;"INSET AERO BAYGON 360ML ACAO TOTAL";14480.71;3706.92;0;8058.54;13882.01
2022;11;18273;"CANJIQUINHA ANCHIETA 500G";3102.75;560.23;0;1587.04;1587.04
2022;11;16088;"CALDO KNORR 57G LEGUMES";215.22;54.74;0;95.24;95.42
2022;11;10973;"OVOS CODORNA KEROVOS 30UN";7263.87;0;0;4219.98;4219.98
2022;11;6446;"REFRIG PEPSI 350ML COLA";3592.51;0;0;3016.94;3207.9
2022;11;10472;"SALAMITO SADIA 36G LIMAO";633.41;58.59;0;366.22;366.22
2022;11;9087;"TORRADA INT BAUDUCCO 284G";3171.27;293.34;0;2015.54;2015.56
2022;11;8030;"TEMPERO PIRATA CASEIRO 450G ALHO SAL";952;88.06;0;573.54;573.54
2022;11;12014;"PAO QJO PIF PAF 400G COQUETEL";1509.23;139.6;0;809.16;809.19
2022;11;576;"BAGUETE BIG KG";1738.15;271.17;0;304.27;304.3
2022;11;599;"LING BIG PERNIL DEF 06 65 GRANEL KG";25093.97;5053.79;0;5991.19;5991.18
2022;11;11167;"COSTELINHA SUINA KG";86112.83;0;0;60793.31;60734.01
2022;11;10464;"BISTECA SUINA KG";12542.57;0;0;8383.06;8383.07
2022;11;2129;"BEB LAC ANCHIETA 400G MGO";830.79;213.08;0;394.38;394.38
2022;11;679;"ABS ABAS SV INTIMUS GEL 32UN";1914.8;177.12;0;1141.31;1149.27
2022;11;3341;"BISC AMANT N LIFE 100G BAUN CACAU";303.24;28.05;0;186.69;186.91
2022;11;3312;"ISOTONICO POWERADE 500ML M BLAST";2647.72;0;0;1737.17;1737.81
2022;11;9897;"FLOCAO MILHO ANCHIETA 500G";3604.28;253.71;0;2208.93;2208.93
2022;11;21876;"BISC AMANT RENATA 330G CHOCO";2560.83;236.88;0;1641.9;1641.91
2022;11;14193;"CHOCOTTONE BAUDUCCO MAXI 500G AVELA";4017.32;371.6;0;2724.16;2724.16
2022;11;11236;"COXA FGO SADIA BD 1KG";1925.38;0;0;1241.48;1241.48
2022;11;6457;"CAFE SOLUV NESCAFE 50G TRADICAO";389.36;0;0;250.08;251.4
2022;11;29315;"CEREAL MUCILON 180G MULTICEREAIS";1528.88;141.42;0;989.24;989.14
2022;11;3918;"FILME PVC BOREDA 28CMX15M";293.02;75.11;0;117.33;117.33
2022;11;4160;"SEMENTE GIRASSOL ANCHIETA 500G";2585.81;662.28;0;1007.44;1007.44
2022;11;8559;"SH JOHNSONS BABY 200ML NEUTRO";1020.96;0;0;650.92;650.92
2022;11;5567;"SH SEDA 325ML PTO LUMINOSO";1514.06;0;0;1107.56;1132.55
2022;11;3661;"ESPONJA BETTANIN BETTABANHO 3UN";180.26;46.15;0;71.44;71.63
2022;11;11125;"COSTELA GAUCHA BOVINO KG";9376.71;0;0;5421.13;5421.12
2022;11;5242;"PAPEL TOALHA SNOB 120F 2UN";11387.13;1053.31;0;7104.87;7104.83
2022;11;28364;"PAO BISNAG BAUDUCCO 260G";1571.5;145.36;0;914.93;914.93
2022;11;6378;"REFRIG KUAT 2L";12829.91;0;0;9541.59;11965.38
2022;11;23411;"PAPEL HIG PERSONAL VIP 30M L18P16 FD";13860.31;0;0;11014.73;11014.66
2022;11;10459;"BISC QJO PIF PAF 315G";3893.68;360.17;0;2278.84;2489.98
2022;11;28742;"FRALDA PERSONAL JUMBO BABY PROT P28";3878.8;358.79;326;2556.61;2882.61
2022;11;26572;"BISC RECH TORTUGUITA 86G CHOC";3173.81;293.58;0;2095.13;2380.4
2022;11;19198;"SAB LIQ PERFUMARE 500ML ERVA DOCE";1358.27;125.64;0;821.95;821.95
2022;11;14739;"REFRIG ANTARCTICA 3L";15393.48;0;0;12696.18;14254.72
2022;11;11118;"COSTELA BOVINO KG";68928.89;0;0;63889.25;63883.95
2022;11;14846;"SH PET DOG 700ML PELOS CLAROS";365.7;91.54;0;153.41;153.41
2022;11;11560;"SUCO YAKULT MACA 200ML TP ";973.39;0;0;668.3;668.3
2022;11;795;"CHOCOTTONE BIG 400G";8333.56;1404.64;0;3673.77;3673.86
2022;11;23795;"FERMENTO QUIMICO D BENTA 100G";2968.5;757.78;0;1315.64;1315.64
2022;11;9114;"FERMENTO QUIMICO ROYAL 250G";5160.26;1321.83;0;2619.92;2627.35
2022;11;29816;"CARVAO BROTHERS 2.5KG";22768.2;5822.33;0;10249.46;10249.45
2022;11;11502;"PEPINO JAPONES KG";5966.04;0;0;2269.42;2269.42
2022;11;10305;"MILHO VERDE BDJ 500G";14140.87;0;0;7589.86;7589.86
2022;11;3486;"AZEITE POR ANDORINHA EV 500ML";93952.03;0;3073.1;86779.94;89877.38
2022;11;20167;"LEITE F TREVINHO 900G";1793.29;0;0;1232.99;1232.99
2022;11;25057;"IOG LIQ DANONE 1250G MGO";7746.84;0;450;6109.02;6586.7
2022;11;24443;"REPELENTE LOCAO REPELEX 200ML 25DES";985.5;252.06;0;499.38;499.38
2022;11;24525;"CERV BRA PETRA P MALTE 473ML";41299.9;0;0;35941.72;35942.5
2022;11;4886;"SIDRA BRA CERESER 660ML MACA";537;49.67;0;270.51;272.88
2022;11;29314;"CEREAL MUCILON 180G MILHO";968.73;89.61;0;613.52;613.5
2022;11;11349;"PAO FORMA MILANI P GRAO 450G 12GRAOS";9091.86;841;0;5808.15;5808.15
2022;11;1195;"FRIGID MULTIFLON COLOR ESP 24CM PITANGA";848.3;217.01;0;293.68;295.75
2022;11;9836;"FRALDINHA KG";27345.16;0;0;22157.66;22175.2
2022;11;23749;"SAB FLOR YPE SV 85G AGUA COCO ALEC";5453.85;0;0;4606.98;6553.25
2022;11;26605;"SABAO BARRA GLIC YPE 180G";9407.7;2409.83;0;3990.04;3989.87
2022;11;26610;"SABAO BARRA YPE 900G ALOE VERA";3629.37;928.23;0;1812.11;1812.09
2022;11;10504;"MORTAD PIF PAF TRADICAO 400G";2810.44;259.97;0;1714.5;1714.5
2022;11;9096;"CANJICA BCA ANCHIETA 500G";1549.56;397.01;0;681.54;681.54
2022;11;10301;"REFRIG FANTA UVA 600ML";1759.65;0;0;1137.22;1137.22
2022;11;1852;"RATOEIRA ADESIVA ROE STOP UN";684.4;174.86;0;235.27;235.27
2022;11;22648;"BARRA PROT CRISP 45G NINHO CR AV";2504.92;640.38;0;1081.35;1081.35
2022;11;5026;"SUCO C MAGUARY 500ML CAJU";1352.29;346.36;0;657.63;657.75
2022;11;5243;"SUCO TIAL 1L TP GOIABA";2879.29;266.33;0;1646.49;1646.53
2022;11;14504;"SUCO TIAL 1L TP LJA ";2527.95;233.84;0;1520.51;1520.87
2022;11;10582;"GOIABADA PREDILECTA 500G";5934.35;548.93;0;3160.54;3160.54
2022;11;24844;"REFRIG SUKITA 200ML LJA";1826.65;0;0;1289.4;1289.4
2022;11;10304;"REFRIG KUAT 220ML LT";212.92;0;0;140.14;140.14
2022;11;5127;"DESINF PINHO TROP 1L 10DESC ORIG";816.62;209.18;0;403.99;404.06
2022;11;11723;"PESSEGO OLE 450G";131.88;12.2;0;85.5;87.76
2022;11;11678;"TORRESMO FRITO MINAS 80G";2853.1;263.91;0;1726.29;1726.29
2022;11;4048;"FOSFORO F LUX PINHEIRO 10UN";3003.59;770.28;0;1166.44;1166.5
2022;11;1429;"AGUA SANITARIA YPE 2L";2983.52;275.98;0;1910.88;1912.77
2022;11;11154;"MOLHO TOM POMAROLA 300G SH PIZZA";771.48;71.36;0;460.3;460.28
2022;11;18716;"MAIONESE HELLMANNS ESPECIAIS 500G VDE";1151.04;106.47;0;792.75;792.75
2022;11;17630;"MILHO VERDE KNORR 170G";6012.11;556.12;0;3887.38;3888.37
2022;11;10904;"LEITE PO INT Z LAC NINHO 380G";2783.39;0;0;2218.42;2218.44
2022;11;547;"CARNE SOL BIG 07 65 KG";8951.65;0;0;5596.19;5596.19
2022;11;24971;"LEITE COCO COPRA 500ML PET";1570.5;145.27;0;925.71;949.15
2022;11;25657;"MACA PEITO EMB VPJ ANGUS KG";22884.36;0;0;16258.83;16258.83
2022;11;4933;"BATATA MAGU S ONDA 40G CHUR";4103.81;379.6;0;2448.2;2448.2
2022;11;19409;"CR D COLGATE T12 90G ANTI TARTARO";4904.39;0;0;3507.45;3507.46
2022;11;10583;"SORV DELICIUS 1.5L F BOSQUE";9398.17;869.33;0;6001.35;6001.33
2022;11;11415;"PE SUINO KG";10620.48;0;0;7794.97;7794.98
2022;11;23413;"TOALHAS UMEDEC PERSONAL 50UN L4P3";1265.64;0;0;935.52;935.52
2022;11;17215;"SAL ROSA HIMALAIA FN BIG 300G";946.2;147.87;0;291.29;291.35
2022;11;24951;"MIX BROCOLIS COUVE FLOR 300G BD";7539.43;0;0;4242.08;4242.09
2022;11;5724;"REFRESCO FRISCO 25G UVA";647.9;166.43;0;299.93;300.05
2022;11;10118;"MASSA PASTEL DONA BIA 500G MD";7139.36;0;0;4703.29;4703.28
2022;11;18690;"BISC AGUA PIRAQUE L240P200G GERGELIM";3819.12;353.27;0;2158.38;2238.74
2022;11;25182;"SALG CHEETOS 40G PARM";3508.23;324.51;0;2169.56;2169.56
2022;11;28148;"DET YPE 500ML ANTIBAC";2246.37;207.79;0;1388.36;1388.34
2022;11;8971;"ARROZ REI ARTHUR 1KG";3538.98;248.67;0;2369.06;2369.06
2022;11;848;"ACUCAR DEMERARA UNIAO 1KG NATURALE";5746.13;0;0;3735.85;3735.85
2022;11;27763;"BATATA RUFFLES 115G TRAD";4429.83;409.76;49.2;2621.36;2670.56
2022;11;4923;"SUCO C B ISCHIA 1L GOIABA";2108.88;539.81;0;1025.28;1025.31
2022;11;2769;"CR D CLOSE UP 70G B ATIVA ANTICARIE";677.41;0;0;460.95;460.96
2022;11;18494;"BISC INT NESFIT 160G BAN AVEIA CAN";1623.94;150.21;0;981.82;982.56
2022;11;18021;"BIFINHO BAWWAW 40G CNE";801.84;74.17;0;383.65;383.65
2022;11;3877;"REFEIC PEDIGREE 100G R PEQ AD CORDEIRO";2962.12;274;0;1722.88;1722.82
2022;11;5906;"REFRESCO VILMA 240G MANGA";537.46;137.74;0;246.09;246.07
2022;11;15327;"CANUDINHOS DAVI 150G";4993.18;461.87;0;2930.47;2930.47
2022;11;30178;"MEIO ASA FGO GRANEL KG";13074.33;0;0;8227.58;8227.59
2022;11;4794;"SAB PROTEX 85G PROFUNDA";3792.86;0;292.8;3290.83;3583.03
2022;11;29835;"CR D SENSODYNE 90G PROT COMPLETA";1358.57;0;0;929.84;929.84
2022;11;6356;"REFRIG H2OH 500ML LIMAO";4757.36;0;0;3229.35;3477.37
2022;11;27929;"BARRA CEREAL ZR PINATI 35G BAN";300.43;27.79;0;187.29;187.3
2022;11;28204;"BISC MAIZENA RICHESTER 350G";9610.52;888.97;0;6034.44;6034.45
2022;11;8061;"INSET AERO SBP MULTI 380ML ";1118.6;286.04;0;538.73;541.74
2022;11;1455;"ACHOC LGT TODDY 380G";3073.82;284.33;0;1986.7;1990.95
2022;11;21663;"REFRESCO MID 20G ABACAXI";790.16;201.15;0;382.19;382.2
2022;11;7996;"TINT BIOCOLOR 4.0 CAST NAT";431.73;0;0;294.58;294.58
2022;11;9527;"EXTRATO TOM ELEFANTE 130G TRAD";614;56.8;0;387.48;387.49
2022;11;20626;"CR D COLGATE T12 ESP 180G ANTI TARTARO";8715.1;0;1692;7417.1;9109.76
2022;11;30595;"BISC MAIZENA AYMORE 170G";3598.23;332.84;0;2286.04;2346.17
2022;11;22875;"SOBRECOXA SADIA BIO BD 1KG";2117.62;0;0;1496.5;1496.6
2022;11;25436;"LUGAR AMER LYOR 30X45CM BAMBU";149;38.1;0;41;41
2022;11;7902;"SAB PHEBO 90G AMAZONIAN";1954.27;0;0;1278.05;1278.05
2022;11;9072;"TORRADA INT BAUDUCCO 142G MULTIGRAOS";2488.6;230.2;0;1608.98;1609.1
2022;11;1701;"BATERIA 9V DURACELL SM";986.7;252.39;0;414.64;414.64
2022;11;30567;"PAPEL HIG PERSONAL 20M 4UN FT";2030.81;0;0;1535.27;1535.27
2022;11;26282;"CHICLETES TRIDENT MAX 16.5G MENTA BLUEBERRY";1683.7;432.19;0;781.6;781.65
2022;11;15274;"REFRIG IT 2L GUARANA";1989.85;0;0;1607.88;1608.59
2022;11;3442;"CR PENT ORIGEM ATIV CACHOS 500ML MARCANTES";970.92;0;0;665.83;665.83
2022;11;19406;"SAB PROTEX 200G ERVA DOCE";737.84;0;0;544.39;544.34
2022;11;19082;"BISC CLUB SOCIAL 288G ORIG PROMO";4326.8;400.23;0;2589.68;2589.71
2022;11;897;"PASTEL BIG FGO ASSADO 120G";3336.08;564.12;0;1283.3;1286.72
2022;11;10146;"MAC OVOS VILMA 500G PARAFUSO";927.47;0;0;658.46;658.48
2022;11;24192;"FILEZINHO FGO SADIA IQF 1KG";6080.21;0;0;4706;4706
2022;11;30494;"PILHA RAYOVAC AMAR GD 2UN";429.6;109.88;0;127.98;127.98
2022;11;10441;"MORTAD PERDIGAO 400G";523.93;48.46;0;308.94;308.34
2022;11;10011;"HAMBURGUER FGO PIF PAF 672G";3131.83;289.69;0;1870.74;1871.66
2022;11;10859;"LEITE PO INT ITAMBE 400G LT INST";20866.1;0;0;18868.65;20131.14
2022;11;11437;"PEITO FGO DEF PIF PAF KG";5969.22;552.15;0;3442.69;3442.69
2022;11;6635;"MAIONESE HEINZ 390G";21243.69;1965.04;1114.5;15096.63;16211.16
2022;11;7070;"SAB DOVE BABY 75G HID ENRIQ";233.48;0;0;164.79;170.94
2022;11;5866;"CAFE 3 CORACOES 250G E FORTE";9980.93;698.35;0;7035.52;7412.12
2022;11;18046;"PALHA ACO BOMBRIL BRILLO 25G N 0";181.09;16.75;0;105.79;106.49
2022;11;6077;"PASTILHA TIC TAC 16G MENTA";1552.62;397.15;0;603.47;603.47
2022;11;740;"BOLO BIG CENOURA CHOCO KG";35323.46;5960.27;0;9861.63;9865.07
2022;11;7511;"SUCO INT NEW FRUT 1L LJA";14482.74;1339.65;0;9157.22;9157.22
2022;11;2928;"GELADINHO GULA FRUTS 10UN 55ML";1871.57;173.12;0;1132.92;1132.91
2022;11;10247;"MEXERICA CARIOCA KG";2669.33;0;0;1348.46;1348.46
2022;11;11534;"PAO MEL BARION COB CHOCO 90G";1091.12;100.93;0;571.66;571.64
2022;11;567;"PUDIM BIG LTE CONDENSADO KG";20372.03;3437.59;0;8130.12;8145.77
2022;11;29460;"DESINF PINHO BRIL 1L FLOR LIMAO";1406.67;360.19;0;655.44;655.44
2022;11;10600;"IOG LIQ NESTLE NINHO 100G MACA BAN";1420.65;0;0;1001.56;1001.56
2022;11;5272;"SUCO TIAL KIDS 200ML TP MACA";1470.96;136.06;0;781.22;890.3
2022;11;10161;"IOG GREGO ITAMBE 100G INT";859.64;0;0;587.62;587.62
2022;11;29841;"SAB LIQ INTIMO HIDRADERM 200ML FRESH";806.84;74.63;0;469.85;469.85
2022;11;14481;"SORV BOACHA 1.7L YOG GREGO MGO";1255.8;116.16;0;784.01;784.01
2022;11;1355;"MAC INST AMALIA LAMEN 85G BACON";1062.22;0;0;736.4;736.4
2022;11;25972;"FONE OUVIDO INOVA MOBILE";671.53;62.12;0;313.81;313.81
2022;11;27760;"BATATA RUFFLES 115G CEB SALSA";2215.4;204.92;28.8;1361.11;1389.91
2022;11;4195;"CHICLETES TRIDENT 8G HORT";2447.67;627.68;0;919.03;975.35
2022;11;25677;"PILHA DURACELL ALC AAA4 PALITO SM";3681.99;941.78;0;1472.11;1472.11
2022;11;14158;"PANETTONE TOMMY 400G FRUTAS";4184.03;387.02;0;2796.34;2796.87
2022;11;10382;"QUEIJO PROV P ALEGRE KG";5275.78;0;0;3677.12;3677.12
2022;11;7994;"TINT BIOCOLOR 2.0 PTO AZ";623.61;0;0;421.56;421.56
2022;11;7959;"SACO LIXO PEG LIXO PTO 50L 40UN";6541.14;605.06;0;4091.29;4091.49
2022;11;27382;"LIMP ALUMINIO MARINA 500ML GREEN";1245.97;115.25;0;792.1;792.64
2022;11;1210;"LIMP L PESADA VEJA 500ML CAMPESTRE";494.45;45.74;0;308.12;309.07
2022;11;17088;"REMOV ESMALTE ONLY ACETONA 100ML";1671.83;0;0;997.1;997.11
2022;11;8123;"CHA MATTE LEAO 250G";1652.92;152.9;0;1001.88;1001.89
2022;11;7054;"PATE BIG BACON KG";6282.32;1607.2;0;2845.29;2846.34
2022;11;10765;"MUSSARELA SUACUI KG";45649.99;0;0;28074.75;28074.75
2022;11;30371;"DOCE BANANA CANINHA 850G";1057.54;97.82;0;605.3;605.3
2022;11;15218;"PANETTONE BAUDUCCO 500G TRADICAO";8119.9;751.09;0;5324.18;5330.68
2022;11;10477;"SAND HOT HIT SEARA 145G BARBECUE";4905.17;453.73;0;3338.02;3337.98
2022;11;19338;"ANILINA REGINA 10ML ROSA";48.93;12.53;0;19.82;19.82
2022;11;28200;"PAPEL HIG DUETTO 30M 12UN FD ";2761.95;0;0;1991.63;1991.63
2022;11;815;"PALHA ITALIANA BIG KG";2373.45;400.47;0;952.4;953.78
2022;11;1678;"AMAC UAU 2L GLAMOUR";6491.12;600.43;452;4122.04;4574.12
2022;11;11826;"PIMENTA DEDO MOCA 100G";1094.49;0;0;459.27;459.27
2022;11;4319;"DESOD AERO M NIVEA 150ML FRESH";2563.38;0;0;1776.92;1776.92
